WordID;TurkishWord;EnglishWord;Category;Difficulty
167;Çalışmak;To work;3;3
168;Çalmak;To steal, to play (an instrument);3;2
169;Cam;Glasses;4;2
170;Çamaşır;Laundry;4;3
171;Cami;Mosque;8;2
172;Can;Life, soul;4;2
173;Canlı;Alive, live broadcast;7;2
174;Çanta;Bag (backpack, purse);4;2
175;Çarpmak;To crash;3;2
176;Çarşamba;Wednesday;5;3
177;Çatal;Fork;4;2
178;Çay;Tea;4;1
179;Çaydanlık;Teapot;4;3
180;Çekmek;To pull;3;2
181;Çeşit;Type, variety;7;2
182;Cevap vermek;To answer;3;4
183;Çevirmek;To flip, to translate something;3;3
184;Çevre;Environment;8;2
185;Çeyrek;Quarter (25%);6;2
186;Ceza;Punishment;4;2
187;Çiçek;Flower;4;2
188;Ciddi;Serious;7;2
189;Çift;Double;6;1
190;Çiftçi;Farmer;10;2
191;Cihaz;Electronic device;4;2
192;Çıkarmak;To take off, to remove;3;3
193;Çıkmak;To leave, climb;3;2
194;Çirkin;Ugly;7;3
195;Çizgi;Line, drawing;4;2
196;Çocuk;Child;1;2
197;Çok;Very, many;7;1
198;Çorap;Sock;4;2
199;Çözmek;To solve, to untie;3;2
200;Çözüm;Resolution;4;3
201;Cuma;Friday;5;2
202;Cumartesi;Saturday;5;4
203;Cümle;Sentence;11;2
204;Çünkü;Because;12;2
205;Dağ;Mountain;8;1
206;Daha az;Less;13;3
207;Daha çok;More;13;3
208;Daire;Apartment, circle;8;2
209;Dakika;Minute;5;3
210;Damla;Drop (of liquid);4;2
211;Dans etmek;To dance;3;3
212;Davet etmek;To invite;3;4
213;Davranış;behavior;3;3
214;Davranmak;To behave (in a certain way);3;3
215;Dayanmak;To endure;3;3
216;Defter;Notebook;4;2
217;Değer;Value;4;2
218;Değil;Not;12;2
219;Değişmek;(For something) to change;3;3
220;Değiştirmek;To change (something);3;4
221;Delik;Hole;4;2
222;Demek;To say, it means...;11;2
223;Denemek;To try;3;3
224;Denge;Balance;4;2
225;Deniz;Sea;8;2
226;Deprem;Earthquake;14;3
227;Derece;Degrees (temperature);6;3
228;Deri;Skin;4;2
229;Derin;Deep;7;3
230;Ders;Class;15;1
231;Destek;Support;3;2
232;Devam etmek;To continue;3;4
233;Devlet;Government;4;2
234;Diğer;The other (one);7;2
235;Dik;Steep;7;1
236;Dikkat etmek;To be careful;3;4
237;Dil;Tongue (or language);11;1
238;Din;Religion;16;2
239;Dinlemek;To listen;3;3
240;Dinlenmek;To rest;3;3
241;Dirilmek;To be resurrected;3;3
242;Diş;Tooth;4;1
243;Diz;Knee;17;1
244;Doğal;Natural;7;2
245;Doğal gaz;Natural Gas;4;3
246;Doğmak;To be born;3;2
247;Doğru;Right;7;2
248;Doğu;East;8;2
249;Doksan;Ninety;6;3
250;Doktor;Doctor;10;2
251;Dokuz;Nine;6;2
252;Dolap;Cabinet;4;2
253;Dolaşmak;To wander;3;3
254;Doldurmak;To fill;3;3
255;Dolu;Full;7;2
256;Dondurma;Ice cream;18;3
257;Dönem;Period (of time);5;3
258;Döner;Shaved Meat;3;2
259;Dönmek;To turn;3;2
260;Dört;Four;6;1
261;Dost;Best friend;1;1
262;Dosya;Folder;4;2
263;Döviz;Foreign currency (esp. Dollars, Euro);19;2
264;Düğün;Wedding celebration;14;3
265;Dükkan;Shop;8;3
266;Duman;Smoke;4;3
267;Dün;Yesterday;5;2
268;Dünya;Earth, world;8;2
269;Durmak;To stop;3;2
270;Durum;Situation;16;3
271;Dürüm;Sandwich wrap;18;3
272;Duş almak;To take a shower;3;3
273;Düşmek;To fall;3;2
274;Düşünce;Thought;16;3
275;Düşünmek;To think;3;3
276;Duvar;Wall;4;2
277;Duygu;Emotion, sense;2;2
278;Duymak;To hear, to sense;3;2
279;Düz;Straight;7;1
280;Düzeltmek;To correct;3;3
281;Düzenlemek;To organize;3;4
282;Eğitim;Education;15;4
283;Ek;Addition, suffix;11;1
284;Ekim;October;5;3
285;Eklemek;To add (common speech);3;3
286;Ekmek;Bread;18;2
287;Ekonomi;Economy;19;4
288;Eksik;Missing;7;2
289;El;Hand;17;1
290;Elbette;Certainly;13;3
291;Eldiven;Glove;4;4
292;Elektrik;Electricity, electric;4;3
293;Eleman;Worker;10;4
294;Elli;Fifty;6;2
295;Elma;Apple;18;2
296;Emekli;Retired;10;3
297;Emin;Certain;7;3
298;Emlakçı;Realtor;10;3
299;En;Most (or width);7;2
300;Enerji;Energy;4;3
301;Enflasyon;Inflation;19;4
302;Engel;Barrier;3;2
303;Engelli;Disabled;7;3
304;Erimek;To melt;3;3
305;Erkek;Boy (or male);1;2
306;Erken;Early;7;3
307;Eş;Spouse, companion;1;1
308;Eşit;Equal;7;2
309;Eski;Old;7;2
310;Eskiden;In the past;13;4
311;Eşya;Furnishings, stuff;4;2
312;Et;Meat, flesh;18;1
313;Etki;Effect;3;2
314;Etkilemek;To affect;3;4
315;Etmek;To do;3;2
316;Ev;Home;8;1
317;Ev sahibi;Home owner;1;4
318;Evet;Yes;11;2
319;Evlenmek;To marry;1;3
320;Evli;Married;1;2
321;Eylül;September;5;2
322;Fabrika;Factory;8;3
323;Fakat;But;12;2
324;Fakir;Poor;7;2
325;Falan filan;Etc;13;5
326;Fare;Mouse (animal or for computer);20;2
327;Fark;Difference;16;1
328;Fark etmek;To notice;3;3
329;Farketmez;It doesn't matter;13;3
330;Farklı;Different;7;2
331;Fazla;Too much;7;2
332;Fikir;Idea;16;2
333;Film;Movie (film);21;2
334;Fincan;(Tea or turkish coffee) cup;4;3
335;Fırsat;Opportunity;16;2
336;Fiş;Receipt, electrical plug;4;1
337;Fiyat;Price;19;2
338;Fotoğraf;Photograph;4;3
339;Galiba;Probably;13;3
340;Gayet;Really, quite;13;2
341;Gaz;Gas (but not gasoline);4;1
342;Gazete;Newspaper (gazette);4;3
343;Geç;Late;7;1
344;Geç kalmak;To be late;3;3
345;Gece;Night;5;2
346;Geçen;Last (week, month, year), one that passes;7;3
347;Geçici;Temporary;7;3
348;Geçmek;To pass;3;2
349;Geçmiş;Past;7;2
350;Gelecek;Next, future;7;3
351;Gelenek;Tradition;16;3
352;Gelir;Income;19;2
353;Gelmek;To come;3;2
354;Genç;Young (person);7;1
355;Gene;Again;13;2
356;Genel;General;7;2
357;Genellikle;Generally;13;4
358;Geniş;Wide (or loose fitting);7;2
359;Gerçek;True, truth;16;2
360;Gerçekten;Really;13;4
361;Gerekli;Needed;7;3
362;Gerekmek;To be needed;3;3
363;Geri gelmek;To come back;3;4
364;Geri vermek;To give back;3;4
365;Getirmek;To bring;3;3
366;Gezmek;To explore;3;2
367;Gibi;Like, similar to;12;2
368;Gıda;Food (market);18;2
369;Giriş;Entrance;8;2
370;Girmek;To enter;3;2
371;Gitmek;To go;3;2
372;Giymek;To put on (clothing);3;2
373;Giysi;Outfit (clothing);4;2
374;Gizli;Secret (private);7;2
375;Göbek;Stomach, belly, center;17;2
376;Göçmen;Refugee;22;3
377;Gök;Sky (or heaven);4;1
378;Göl;Lake;8;1
379;Göndermek;To send;3;3
380;Gönül;Heart, soul;2;2
381;Görev;Duty;3;2
382;Görmek;To see;3;2
383;Görünmek;To appear;3;3
384;Görüşmek;To talk with, to meet with;3;3
385;Göstermek;To show;3;3
386;Götürmek;To take something somewhere;3;3
387;Göz;Eye;17;1
388;Gözlük;Glasses;4;2
389;Gri;Grey;23;1
390;Grip;Flu;24;1
391;Grup;Group;22;1
392;Güç;Strength;16;1
393;Güçlü;Strong;7;2
394;Güle güle;Bye;11;4
395;Gülmek;To laugh (or smile);3;2
396;Gülümsemek;To smile;3;4
397;Gümüş;Silver;4;2
398;Gün;Day;5;2
399;Günah;Sin;16;2
400;Güneş;Sun;4;2
401;Güney;South;8;2
402;Güven;Trust;16;3
403;Güvenlik;Security;16;3
404;Güvenmek;To trust;16;3
405;Güzel;Good, pretty;7;2
406;Haber;News;11;2
407;Hadi;Hurry, let's go;11;2
408;Hafif;Light (weight);7;2
409;Hafta;Week;5;2
410;Hafta sonu;Weekend;5;4
411;Hâkim;Judge;10;2
412;Haklı;Right (justified in saying something);7;2
413;Hal;State, status;16;1
414;Hâlâ;Still;13;1
415;Halı;Carpet;4;2
416;Halk;People (people group);22;1
417;Hamburger;Hamburger;18;3
418;Hangi;Which;9;2
419;Hanım;Mrs.;1;3
420;Hapishane;Jail;8;4
421;Harcamak;To spend;3;3
422;Hareket;Activity;3;3
423;Harika;Wonderful;7;3
424;Harita;Map;4;3
425;Hasta;Sick;24;2
426;Hastane;Hospital;8;3
427;Hata;Mistake, imperfection;16;2
428;Hatırlamak;To remember;3;4
429;Hava;Air;25;2
430;Havaalanı;Airport;8;4
431;Havlu;Towel;4;2
432;Havuz;Pool;4;2
433;Hayal etmek;To dream, imagine;3;4
434;Hayat;Life;16;2
435;Hayır;No;11;2
436;Hayvan;Animal;20;3
437;Hayvanat bahçesi;Zoo;8;6
438;Hazır;Ready;7;2
439;Haziran;June;5;4
440;Hedef;Target, goal;16;2
441;Hediye;Gift;4;3
442;Hemen;Right now;13;3
443;Henüz;Not yet;13;2
444;Hep;All;13;1
445;Hepsi;All (of a group);13;2
446;Her;Every;13;1
447;Her gün;Every day;5;3
448;Her şey;Everything;13;2
449;Her zaman;All the time;13;4
450;Herhalde;Probably;13;3
451;Herhangi;Whichever;13;3
452;Herkes;Everyone;22;2
453;Hesap;Account;16;2
454;Hesap makinası;Calculator;4;6
455;Heyecanlanmak;To be excited;2;5
456;Heyecanlı;Excited;7;4
457;Hiçbir;None;13;2
458;Hikâye;Story;11;2
459;Hırdavatçı;Hardware store;10;4
460;Hissetmek;To feel (emotion);2;3
461;Hızlı;Fast;7;2
462;Hizmet etmek;To serve;3;4
463;Hoca;Teacher;10;2
464;Hoş;Nice;7;1
465;İbadet;Worship;3;3
466;İçecek;Drink;18;3
467;İçmek;To drink;3;2
468;İğne;Needle (or syringe);4;2
469;İhtiyaç;Need (basic need);16;3
470;İki;Two;6;2
471;İkram etmek;To treat, to give something for free;3;4
472;İl;Province;8;1
473;İlaç;Medicine;4;2
474;İlçe;District (section of a province);8;2
475;İlgi;Interest;16;2
476;İlginç;Interesting (or strange);7;2
477;İlişki;Relationship;16;3
478;İlk;First;7;1
479;İlkbahar;Spring;5;3
480;İmkânsiz;Impossible;7;2
481;İmza;Signature;4;2
482;İnanç;Faith;16;2
483;İnanmak;To believe;16;3
484;İnce;Thin;7;2
485;İndirim;Discount;19;4
486;İnek;Cow;20;2
487;İngilizce;English (language);11;4
488;İnmek;To get off;3;2
489;İnşaat;Construction;8;2
490;İnsan;Person;22;3
491;İnternet;Internet;4;3
492;İp;Thread;4;1
493;İptal etmek;To cancel;3;4
494;İş;Work (profession);10;1
495;İşçi;Worker;10;2
496;Işık;Light;4;2
497;İsim;Name;11;3
498;Islak;Wet;7;2
499;İşlem;Process;3;3
500;İstemek;To want;3;3
501;İyi;Good;7;2
502;İzin;Permission, permit;16;3
503;İzin vermek;To give permission;3;4
504;İzlemek;To watch, to follow;3;3
505;Kaba;Rude;7;2
506;Kablo;Cable;4;2
507;Kabul etmek;To accept;3;4
508;Kaç;How many;13;1
509;Kaçmak;To escape;3;2
510;Kadar;Quantity;13;2
511;Kadın;Woman;22;3
512;Kafa;Head;17;2
513;Kâğıt;Paper;4;1
514;Kahraman;Hero;22;4
515;Kahvaltı;Breakfast;18;3
516;Kahve;Coffee;18;2
517;Kahverengi;Brown;23;4
518;Kalabalık;Crowded (or crowd);7;4
519;Kaldırmak;To remove;3;3
520;Kalem;Pen (or other writing utensil);4;3
521;Kalıcı;Permanent;7;3
522;Kalın;Thick;7;3
523;Kalite;Quality;16;3
524;Kalkmak;To rise;3;2
525;Kalmak;To stay;3;2
526;Kâlp;Heart;17;1
527;Kan;Blood;17;2
528;Kanal;Canal, channel;4;2
529;Kanepe;Couch;4;3
530;Kanun;Law;16;3
531;Kapak;Cover;4;2
532;Kapatmak;To close (something);3;3
533;Kapı;Door;4;2
534;Karanlık;Darkness;7;3
535;Karar vermek;To decide;3;4
536;Kardeş;Sibling;1;2
537;Karı;Wife;1;2
538;Karın;Stomach;17;3
539;Karıştırmak;To mix;3;4
540;Karşı;Opposite side, against;13;2
541;Kart;Card;4;1
542;Kasa;Checkout;4;2
543;Kasaba;Town;8;3
544;Kaşık;Spoon;4;2
545;Kasım;November;5;3
546;Kat;Floor (layer);8;1
547;Katılmak;To join, to agree;3;3
548;Kavşak;Roundabout;8;2
549;Kaya;Boulder;8;2
550;Kaybetmek;To lose;3;3
551;Kayıt;Record;4;2
552;Kaymak;To slide, skate (or whipped cream);18;2
553;Kaynak;Source;4;2
554;Kaza;Crash, accident;14;2
555;Kazanmak;To win;3;3
556;Kebab;Kabob;18;2
557;Keçi;Goat;20;2
558;Kedi;Cat;20;2
559;Kelime;Word;11;3
560;Kenar;Edge;8;2
561;Kent;City;8;1
562;Kesilmek;To be cut, to be turned off;3;3
563;Kesin;Certain;7;3
564;Kesinlikle;Certainly;13;4
565;Kesmek;To cut;3;2
566;Kibar;Polite;7;2
567;Kılıç;Sword;4;2
568;Kilim;Carpet, floor mat;4;3
569;Kilitlemek;To lock;3;4
570;Kılmak;To do, to make, to perform;3;2
571;Kilo;Kilogram;26;2
572;Kilometre;Kilometer;26;4
573;Kim;Who;9;2
574;Kimlik;Identity;4;2
575;Kırk;Forty;6;1
576;Kirli;Dirty;7;2
577;Kırmızı;Red;23;3
578;Kış;Winter;5;1
579;Kısa;Short;7;2
580;Kişi;Person;22;2
581;Kısım;Part;16;3
582;Kitap;Book;4;2
583;Kız;Girl;22;1
584;Kız çocuk;Girl, daughter;22;3
585;Kız kardeş;Sister;1;3
586;Kızarmak;To fry, to turn red;3;3
587;Kızgın;Angry, hot;7;3
588;Koca;Husband (or huge);22;2
589;Koku;Smell;27;2
590;Kol;Arm;17;1
591;Kol saati;Wrist watch;4;3
592;Kolay;Easy;7;2
593;Koltuk;Couch (or armchair);4;2
594;Kombi;Natural gas water heater;4;2
595;Komik;Funny;7;2
596;Kontrol etmek;To check;3;4
597;Konu;Topic;11;2
598;Konuşmak;To talk;3;3
599;Köpek;Dog;20;2
600;Kör;Blind;7;1
601;Köri;Curry;18;2
602;Koridor;Aisle;8;3
603;Korkmak;To be afraid;2;2
604;Korumak;To protect;3;3
605;Köşe;Corner;8;2
606;Koşmak;To run;3;2
607;Kötü;Bad;7;2
608;Kötülük;Evil;16;3
609;Köy;Village;8;1
610;Koymak;To put;3;2
611;Koyu;Dark, intense;23;2
612;Koyun;Sheep;20;3
613;Kral;King;22;1
614;Kredi;Credit (loan);19;2
615;Kriz;Crisis;16;1
616;Küçük;Small;7;2
617;Kulak;Ear;17;2
618;Kullanmak;To use;3;3
619;Kültür;Culture;16;2
620;Kum;Sand;4;2
621;Kumanda;Remote control;4;3
622;Kurabiye;Cookie;18;4
623;Kural;Rule;16;2
624;Kurbağa;Frog;20;3
625;Kurban etmek;To sacrifice (an animal);3;4
626;Kurmak;To build (a building), to establish (an organization);3;2
627;Kurt;Wolf;20;1
628;Kurtarmak;To save, to rescue;3;3
629;Kurtulmak;To be saved, rescued;3;3
630;Kuru;Dry;7;2
631;Kuş;Bird;20;1
632;Kusura bakma;I'm sorry (informal apology);11;5
633;Kusursuz;Flawless, perfect;7;3
634;Kutlamak;To celebrate;3;3
635;Kutu;Box;4;2
636;Kuzey;North;8;2
637;Laf;Word, empty words;11;1
638;Lastik;Tire;4;2
639;Lavabo;Bathroom, bathroom sink;4;3
640;Lâzım;Needed;16;2
641;Lezzetli;Flavorful, good tasting;7;3
642;Lider;Leader;22;2
643;Limon;Lemon;18;3
644;Lira;Lira (Turkish unit of money);19;2
645;Lise;High school;15;2
646;Lüks;Luxurious;7;1
647;Lütfen;Please;11;3
648;Maç;Sports match;14;1
649;Madde;Material;16;2
650;Mağaza;Store;8;3
651;Mahalle;Neighborhood (part of an ilçe);8;3
652;Makine;Machine;4;3
653;Mal;Goods, property;4;1
654;Malzeme;Ingredient, material;4;3
655;Mantık;Logic;16;2
656;Manzara;Scenery;8;3
657;Marka;Brand;4;2
658;Mart;March;5;1
659;Masa;Table;4;2
660;Mavi;Blue;23;2
661;Maya;Yeast;4;2
662;Mayıs;May;5;2
663;Meclis;Parliament;10;2
664;Medya;Media;16;2
665;Mektup;Letter (mail);11;2
666;Memleket;Homeland;8;3
667;Merak etmek;To worry, to be curious;3;4
668;Merdiven;Stairs, ladder;4;4
669;Merhaba;Hello;11;3
670;Merkez;Center;8;2
671;Mesafe;Distance;16;3
672;Mesaj;Message (usually text message);11;2
673;Mesela;For example;13;3
674;Mesele;Issue, matter;16;3
675;Meslek;Profession;10;2
676;Metal;Metal;4;2
677;Metre;Meter (or tape measure);26;2
678;Metre kare;Square meters;26;4
679;Meydan;City square, commons;8;3
680;Meyve;Fruit;18;2
681;Mide;Stomach;17;2
682;Miktar;Amount;16;2
683;Millet;People, nation;22;2
684;Milyar;Billion;6;2
685;Milyon;Million;6;3
686;Miras;Inheritance;16;2
687;Misafir;Guest;22;3
688;Mısır;Corn, Egypt;18;2
689;Mor;Purple;23;1
690;Müdür;Manager;10;2
691;Mum;Candle;4;2
692;Mümkün;Possible;7;3
693;Müsait;Available;7;2
694;Müşteri;Customer;22;3
695;Mutfak;Kitchen;8;2
696;Mutlaka;Absolutely;13;3
697;Mutlu;Happy;7;2
698;Mutsuz;Unhappy;7;2
699;Müzik;Music;4;2
700;Nakit;Cash;19;2
701;Nasıl;How;9;2
702;Ne;What;9;1
703;Neden;Why;9;3
704;Nefes almak;To breathe;3;4
705;Nehir;River;8;2
706;Nerede;Where;9;3
707;Neredeyse;Almost;13;4
708;Net;Clear, plain;7;1
709;Neyse;Anyway;13;2
710;Nisan;April;5;3
711;Nişanlı;Engaged;1;3
712;Niye;Why (informal);9;2
713;Nöbetçi;Open during late hours (ER, eczane, etc);10;3
714;Nokta;Point (or period);4;2
715;Normal;Normal;7;2
716;Normalde;Normally;13;3
717;Numara;Number;4;3
718;Öbür;The other (one);7;2
719;Ocak;January (or stove);5;2
720;Oda;Room;8;2
721;Ödemek;To pay (money);19;3
722;Odun;Log;4;3
723;Öğrenci;Student;10;3
724;Öğretmek;To teach;3;3
725;Öğretmen;Teacher;10;4
726;Oğul;Son;1;2
727;Okul;School;8;2
728;Okumak;To read, study;3;3
729;Okyanus;Ocean;8;3
730;Olay;Event;14;2
731;Oldukça;Really;13;3
732;Öldürmek;To kill;3;3
733;Olmak;To be, to become;3;2
734;Ölmek;To die;3;2
735;Ölüm;Death;16;3
736;Olur;Okay;13;2
737;On;Ten;6;2
738;Onaylamak;To condone, accept;3;4
739;Önce;Before;13;2
740;Önemli;Important;7;3
741;Orman;Forest;8;3
742;Örneğin;For example;13;4
743;Örnek;Example;16;2
744;Orta;Middle, center;7;2
745;Ortak;Shared;7;2
746;Örümcek;Spider;20;3
747;Ot;Feed (for an animal);4;1
748;Otel;Hotel;8;2
749;Otobüs;Bus;28;3
750;Otomobil;Automobile;28;4
751;Oturmak;To sit;3;3
752;Otuz;Thirty;6;2
753;Öykü;Story;11;2
754;Öyle;That way, like that;13;2
755;Oynamak;To play;3;3
756;Oyun;Game;29;3
757;Oyuncak;Toy;4;3
758;Özel;Special;7;2
759;Özellikle;Especially;13;4
760;Özgür;Free (not enslaved);7;2
761;Özlemek;To miss (someone);2;3
762;Özür dilerim;I'm sorry (for a wrong I've done);11;6
763;Pahalı;Expensive;7;3
764;Pamuk;Cotton;4;2
765;Pantolon;Pants;4;4
766;Para;Money;19;2
767;Parça;Part;4;2
768;Parmak;Finger;17;2
769;Parti;Party;14;2
770;Pastane;Bakery;8;3
771;Patlamak;To explode, to pop;3;3
772;Patlıcan;Eggplant;18;4
773;Patron;Employer, boss;10;3
774;Paylaşmak;To share;3;3
775;Pazar;Sunday (or bazaar);5;2
776;Pazartesi;Monday;5;4
777;Pek;Very;13;1
778;Peki;Well;13;2
779;Pembe;Pink;23;2
780;Pencere;Window;4;3
781;Perde;Curtains;4;2
782;Perşembe;Thursday;5;3
783;Peşin;Paid up front (not in installments);7;3
784;Pişman;Regretful;7;3
785;Plan;Plan;16;2
786;Polis;Police officer;10;2
787;Portakal;Orange;18;3
788;Problem;Problem;16;3
789;Program;Schedule, computer program;4;3
790;Proje;Project;16;2
791;Puan;Point (in a game);4;2
792;Rahat;Comfortable;7;2
793;Reddetmek;To refuse;3;3
794;Reklam;Advertisement;16;3
795;Renk;Color;23;1
796;Resim;Picture;4;3
797;Ruh;Spirit;17;1
798;Rüya;Dream;11;2
799;Rüzgâr;Wind;25;1
800;Saat;Time, hour;4;1
801;Sabah;Morning;5;2
802;Sabırlı;Patient;7;3
803;Sabun;Soap;4;3
804;Saç;Hair;17;1
805;Sade;Plain, unsweetened;7;2
806;Sadece;Only;13;3
807;Sağlamak;To provide;3;3
808;Sağlık;health;16;2
809;Sağol;Thanks;11;2
810;Sahip;Owner;16;2
811;Sakin;Calm;7;3
812;Saklamak;To store, to hide (something);3;3
813;Salatalık;Cucumber;18;4
814;Salı;Tuesday;5;2
815;Salon;Living room;8;3
816;Sanat;Art;16;2
817;Sandalye;Chair;4;3
818;Saniye;Second;26;3
819;Sanki;As if;13;2
820;Sanmak;To think, suppose;3;2
821;Şans;Chance;16;1
822;Şapka;Hat;4;2
823;Sarı;Yellow;23;2
824;Şarj;Charge (for a phone or other device);4;1
825;Şarkı;Song;11;2
826;Şart;Condition, need;16;1
827;Satın almak;To purchase;3;4
828;Satmak;To sell;3;2
829;Savaş;War;14;2
830;Sayfa;Page;4;2
831;Saygı;Respect;16;2
832;Sayı;Number;6;2
833;Sebep;Reason, cause;16;2
834;Sebze;Vegetable;18;2
835;Seçim;Choice, election;16;3
836;Seçmek;To choose;3;2
837;Şehir;City;8;2
838;Sehpa;Coffee table;4;2
839;Şeker;Sugar;18;2
840;Şekil;Shape;16;2
841;Sekiz;Eight;6;2
842;Seksan;Eighty;6;3
843;Sene;Year;5;2
844;Sepet;Basket;4;2
845;Serbest;Free (independent);7;2
846;Sert;Hard, harsh;7;1
847;Servis;Shuttle, place setting;16;2
848;Ses;Sound;27;1
849;Ses kaydı yapmak;To record (sound);3;5
850;Sevgi;Love;2;2
851;Sevinmek;To rejoice, to be happy;2;3
852;Sevmek;To love;2;2
853;Şey;Thing;16;1
854;Seyretmek;To watch;3;3
855;Sıcak;Warm, friendly;7;2
856;Şifre;Password;4;2
857;Sigara;Cigarette;4;3
858;Sigorta;Insurance;19;3
