WordID;TurkishWord;EnglishWord;Category;Difficulty
246;Doğmak;To be born;Actions_Activities;2
247;Doğru;Right;Adjectives;2
248;Doğu;East;Places_Locations;2
249;Doksan;Ninety;Numbers;3
250;Doktor;Doctor;Occupations;2
251;Dokuz;Nine;Numbers;2
252;Dolap;Cabinet;Objects_Things;2
253;Dolaşmak;To wander;Actions_Activities;3
254;Doldurmak;To fill;Actions_Activities;3
255;Dolu;Full;Adjectives;2
256;Dondurma;Ice cream;Food_Drink;3
257;Dönem;Period (of time);Time_Calendar;3
258;Döner;Shaved Meat;Actions_Activities;2
259;Dönmek;To turn;Actions_Activities;2
260;Dört;Four;Numbers;1
261;Dost;Best friend;Family_Relationships;1
262;Dosya;Folder;Objects_Things;2
263;Döviz;Foreign currency (esp. Dollars, Euro);Finance;2
264;Düğün;Wedding celebration;Events;3
265;Dükkan;Shop;Places_Locations;3
266;Duman;Smoke;Objects_Things;3
267;Dün;Yesterday;Time_Calendar;2
268;Dünya;Earth, world;Places_Locations;2
269;Durmak;To stop;Actions_Activities;2
270;Durum;Situation;Concepts;3
271;Dürüm;Sandwich wrap;Food_Drink;3
272;Duş almak;To take a shower;Actions_Activities;3
273;Düşmek;To fall;Actions_Activities;2
274;Düşünce;Thought;Concepts;3
275;Düşünmek;To think;Actions_Activities;3
276;Duvar;Wall;Objects_Things;2
277;Duygu;Emotion, sense;Feelings_Emotions;2
278;Duymak;To hear, to sense;Actions_Activities;2
279;Düz;Straight;Adjectives;1
280;Düzeltmek;To correct;Actions_Activities;3
281;Düzenlemek;To organize;Actions_Activities;4
282;Eğitim;Education;Education;4
283;Ek;Addition, suffix;Language_Communication;1
284;Ekim;October;Time_Calendar;3
285;Eklemek;To add (common speech);Actions_Activities;3
286;Ekmek;Bread;Food_Drink;2
287;Ekonomi;Economy;Finance;4
288;Eksik;Missing;Adjectives;2
289;El;Hand;Body_Parts;1
290;Elbette;Certainly;Adverbs;3
291;Eldiven;Glove;Objects_Things;4
292;Elektrik;Electricity, electric;Objects_Things;3
293;Eleman;Worker;Occupations;4
294;Elli;Fifty;Numbers;2
295;Elma;Apple;Food_Drink;2
296;Emekli;Retired;Occupations;3
297;Emin;Certain;Adjectives;3
298;Emlakçı;Realtor;Occupations;3
299;En;Most (or width);Adjectives;2
300;Enerji;Energy;Objects_Things;3
301;Enflasyon;Inflation;Finance;4
302;Engel;Barrier;Actions_Activities;2
303;Engelli;Disabled;Adjectives;3
304;Erimek;To melt;Actions_Activities;3
305;Erkek;Boy (or male);Family_Relationships;2
306;Erken;Early;Adjectives;3
307;Eş;Spouse, companion;Family_Relationships;1
308;Eşit;Equal;Adjectives;2
309;Eski;Old;Adjectives;2
310;Eskiden;In the past;Adverbs;4
311;Eşya;Furnishings, stuff;Objects_Things;2
312;Et;Meat, flesh;Food_Drink;1
313;Etki;Effect;Actions_Activities;2
314;Etkilemek;To affect;Actions_Activities;4
315;Etmek;To do;Actions_Activities;2
316;Ev;Home;Places_Locations;1
317;Ev sahibi;Home owner;Family_Relationships;4
318;Evet;Yes;Language_Communication;2
319;Evlenmek;To marry;Family_Relationships;3
320;Evli;Married;Family_Relationships;2
321;Eylül;September;Time_Calendar;2
322;Fabrika;Factory;Places_Locations;3
323;Fakat;But;Conjunctions;2
324;Fakir;Poor;Adjectives;2
325;Falan filan;Etc;Adverbs;5
326;Fare;Mouse (animal or for computer);Animals;2
327;Fark;Difference;Concepts;1
328;Fark etmek;To notice;Actions_Activities;3
329;Farketmez;It doesn't matter;Adverbs;3
330;Farklı;Different;Adjectives;2
331;Fazla;Too much;Adjectives;2
332;Fikir;Idea;Concepts;2
333;Film;Movie (film);Entertainment;2
334;Fincan;(Tea or turkish coffee) cup;Objects_Things;3
335;Fırsat;Opportunity;Concepts;2
336;Fiş;Receipt, electrical plug;Objects_Things;1
337;Fiyat;Price;Finance;2
338;Fotoğraf;Photograph;Objects_Things;3
339;Galiba;Probably;Adverbs;3
340;Gayet;Really, quite;Adverbs;2
341;Gaz;Gas (but not gasoline);Objects_Things;1
342;Gazete;Newspaper (gazette);Objects_Things;3
343;Geç;Late;Adjectives;1
344;Geç kalmak;To be late;Actions_Activities;3
345;Gece;Night;Time_Calendar;2
346;Geçen;Last (week, month, year), one that passes;Adjectives;3
347;Geçici;Temporary;Adjectives;3
348;Geçmek;To pass;Actions_Activities;2
349;Geçmiş;Past;Adjectives;2
350;Gelecek;Next, future;Adjectives;3
351;Gelenek;Tradition;Concepts;3
352;Gelir;Income;Finance;2
353;Gelmek;To come;Actions_Activities;2
354;Genç;Young (person);Adjectives;1
355;Gene;Again;Adverbs;2
356;Genel;General;Adjectives;2
357;Genellikle;Generally;Adverbs;4
358;Geniş;Wide (or loose fitting);Adjectives;2
359;Gerçek;True, truth;Concepts;2
360;Gerçekten;Really;Adverbs;4
361;Gerekli;Needed;Adjectives;3
362;Gerekmek;To be needed;Actions_Activities;3
363;Geri gelmek;To come back;Actions_Activities;4
364;Geri vermek;To give back;Actions_Activities;4
365;Getirmek;To bring;Actions_Activities;3
366;Gezmek;To explore;Actions_Activities;2
367;Gibi;Like, similar to;Conjunctions;2
368;Gıda;Food (market);Food_Drink;2
369;Giriş;Entrance;Places_Locations;2
370;Girmek;To enter;Actions_Activities;2
371;Gitmek;To go;Actions_Activities;2
372;Giymek;To put on (clothing);Actions_Activities;2
373;Giysi;Outfit (clothing);Objects_Things;2
374;Gizli;Secret (private);Adjectives;2
375;Göbek;Stomach, belly, center;Body_Parts;2
376;Göçmen;Refugee;People;3
377;Gök;Sky (or heaven);Objects_Things;1
378;Göl;Lake;Places_Locations;1
379;Göndermek;To send;Actions_Activities;3
380;Gönül;Heart, soul;Feelings_Emotions;2
381;Görev;Duty;Actions_Activities;2
382;Görmek;To see;Actions_Activities;2
383;Görünmek;To appear;Actions_Activities;3
384;Görüşmek;To talk with, to meet with;Actions_Activities;3
385;Göstermek;To show;Actions_Activities;3
386;Götürmek;To take something somewhere;Actions_Activities;3
387;Göz;Eye;Body_Parts;1
388;Gözlük;Glasses;Objects_Things;2
389;Gri;Grey;Colors;1
390;Grip;Flu;Health;1
391;Grup;Group;People;1
392;Güç;Strength;Concepts;1
393;Güçlü;Strong;Adjectives;2
394;Güle güle;Bye;Language_Communication;4
395;Gülmek;To laugh (or smile);Actions_Activities;2
396;Gülümsemek;To smile;Actions_Activities;4
397;Gümüş;Silver;Objects_Things;2
398;Gün;Day;Time_Calendar;2
399;Günah;Sin;Concepts;2
400;Güneş;Sun;Objects_Things;2
401;Güney;South;Places_Locations;2
402;Güven;Trust;Concepts;3
403;Güvenlik;Security;Concepts;3
404;Güvenmek;To trust;Concepts;3
405;Güzel;Good, pretty;Adjectives;2
406;Haber;News;Language_Communication;2
407;Hadi;Hurry, let's go;Language_Communication;2
408;Hafif;Light (weight);Adjectives;2
409;Hafta;Week;Time_Calendar;2
410;Hafta sonu;Weekend;Time_Calendar;4
411;Hâkim;Judge;Occupations;2
412;Haklı;Right (justified in saying something);Adjectives;2
413;Hal;State, status;Concepts;1
414;Hâlâ;Still;Adverbs;1
415;Halı;Carpet;Objects_Things;2
416;Halk;People (people group);People;1
417;Hamburger;Hamburger;Food_Drink;3
418;Hangi;Which;Question_Words;2
419;Hanım;Mrs.;Family_Relationships;3
420;Hapishane;Jail;Places_Locations;4
421;Harcamak;To spend;Actions_Activities;3
422;Hareket;Activity;Actions_Activities;3
423;Harika;Wonderful;Adjectives;3
424;Harita;Map;Objects_Things;3
425;Hasta;Sick;Health;2
426;Hastane;Hospital;Places_Locations;3
427;Hata;Mistake, imperfection;Concepts;2
428;Hatırlamak;To remember;Actions_Activities;4
429;Hava;Air;Weather;2
430;Havaalanı;Airport;Places_Locations;4
431;Havlu;Towel;Objects_Things;2
432;Havuz;Pool;Objects_Things;2
433;Hayal etmek;To dream, imagine;Actions_Activities;4
434;Hayat;Life;Concepts;2
435;Hayır;No;Language_Communication;2
436;Hayvan;Animal;Animals;3
437;Hayvanat bahçesi;Zoo;Places_Locations;6
438;Hazır;Ready;Adjectives;2
439;Haziran;June;Time_Calendar;4
440;Hedef;Target, goal;Concepts;2
441;Hediye;Gift;Objects_Things;3
442;Hemen;Right now;Adverbs;3
443;Henüz;Not yet;Adverbs;2
444;Hep;All;Adverbs;1
445;Hepsi;All (of a group);Adverbs;2
446;Her;Every;Adverbs;1
447;Her gün;Every day;Time_Calendar;3
448;Her şey;Everything;Adverbs;2
449;Her zaman;All the time;Adverbs;4
450;Herhalde;Probably;Adverbs;3
451;Herhangi;Whichever;Adverbs;3
452;Herkes;Everyone;People;2
453;Hesap;Account;Concepts;2
454;Hesap makinası;Calculator;Objects_Things;6
455;Heyecanlanmak;To be excited;Feelings_Emotions;5
456;Heyecanlı;Excited;Adjectives;4
457;Hiçbir;None;Adverbs;2
458;Hikâye;Story;Language_Communication;2
459;Hırdavatçı;Hardware store;Occupations;4
460;Hissetmek;To feel (emotion);Feelings_Emotions;3
461;Hızlı;Fast;Adjectives;2
462;Hizmet etmek;To serve;Actions_Activities;4
463;Hoca;Teacher;Occupations;2
464;Hoş;Nice;Adjectives;1
465;İbadet;Worship;Actions_Activities;3
466;İçecek;Drink;Food_Drink;3
467;İçmek;To drink;Actions_Activities;2
468;İğne;Needle (or syringe);Objects_Things;2
469;İhtiyaç;Need (basic need);Concepts;3
470;İki;Two;Numbers;2
471;İkram etmek;To treat, to give something for free;Actions_Activities;4
472;İl;Province;Places_Locations;1
473;İlaç;Medicine;Objects_Things;2
474;İlçe;District (section of a province);Places_Locations;2
475;İlgi;Interest;Concepts;2
476;İlginç;Interesting (or strange);Adjectives;2
477;İlişki;Relationship;Concepts;3
478;İlk;First;Adjectives;1
479;İlkbahar;Spring;Time_Calendar;3
480;İmkânsiz;Impossible;Adjectives;2
481;İmza;Signature;Objects_Things;2
482;İnanç;Faith;Concepts;2
483;İnanmak;To believe;Concepts;3
484;İnce;Thin;Adjectives;2
485;İndirim;Discount;Finance;4
486;İnek;Cow;Animals;2
487;İngilizce;English (language);Language_Communication;4
488;İnmek;To get off;Actions_Activities;2
489;İnşaat;Construction;Places_Locations;2
490;İnsan;Person;People;3
491;İnternet;Internet;Objects_Things;3
492;İp;Thread;Objects_Things;1
493;İptal etmek;To cancel;Actions_Activities;4
494;İş;Work (profession);Occupations;1
495;İşçi;Worker;Occupations;2
496;Işık;Light;Objects_Things;2
497;İsim;Name;Language_Communication;3
498;Islak;Wet;Adjectives;2
499;İşlem;Process;Actions_Activities;3
500;İstemek;To want;Actions_Activities;3
501;İyi;Good;Adjectives;2
502;İzin;Permission, permit;Concepts;3
503;İzin vermek;To give permission;Actions_Activities;4
504;İzlemek;To watch, to follow;Actions_Activities;3
505;Kaba;Rude;Adjectives;2
506;Kablo;Cable;Objects_Things;2
507;Kabul etmek;To accept;Actions_Activities;4
508;Kaç;How many;Adverbs;1
509;Kaçmak;To escape;Actions_Activities;2
510;Kadar;Quantity;Adverbs;2
511;Kadın;Woman;People;3
512;Kafa;Head;Body_Parts;2
513;Kâğıt;Paper;Objects_Things;1
514;Kahraman;Hero;People;4
515;Kahvaltı;Breakfast;Food_Drink;3
516;Kahve;Coffee;Food_Drink;2
517;Kahverengi;Brown;Colors;4
518;Kalabalık;Crowded (or crowd);Adjectives;4
519;Kaldırmak;To remove;Actions_Activities;3
520;Kalem;Pen (or other writing utensil);Objects_Things;3
521;Kalıcı;Permanent;Adjectives;3
522;Kalın;Thick;Adjectives;3
523;Kalite;Quality;Concepts;3
524;Kalkmak;To rise;Actions_Activities;2
525;Kalmak;To stay;Actions_Activities;2
526;Kâlp;Heart;Body_Parts;1
527;Kan;Blood;Body_Parts;2
528;Kanal;Canal, channel;Objects_Things;2
529;Kanepe;Couch;Objects_Things;3
530;Kanun;Law;Concepts;3
531;Kapak;Cover;Objects_Things;2
532;Kapatmak;To close (something);Actions_Activities;3
533;Kapı;Door;Objects_Things;2
534;Karanlık;Darkness;Adjectives;3
535;Karar vermek;To decide;Actions_Activities;4
536;Kardeş;Sibling;Family_Relationships;2
537;Karı;Wife;Family_Relationships;2
538;Karın;Stomach;Body_Parts;3
539;Karıştırmak;To mix;Actions_Activities;4
540;Karşı;Opposite side, against;Adverbs;2
541;Kart;Card;Objects_Things;1
542;Kasa;Checkout;Objects_Things;2
543;Kasaba;Town;Places_Locations;3
544;Kaşık;Spoon;Objects_Things;2
545;Kasım;November;Time_Calendar;3
546;Kat;Floor (layer);Places_Locations;1
547;Katılmak;To join, to agree;Actions_Activities;3
548;Kavşak;Roundabout;Places_Locations;2
549;Kaya;Boulder;Places_Locations;2
550;Kaybetmek;To lose;Actions_Activities;3
551;Kayıt;Record;Objects_Things;2
552;Kaymak;To slide, skate (or whipped cream);Food_Drink;2
553;Kaynak;Source;Objects_Things;2
554;Kaza;Crash, accident;Events;2
555;Kazanmak;To win;Actions_Activities;3
556;Kebab;Kabob;Food_Drink;2
557;Keçi;Goat;Animals;2
558;Kedi;Cat;Animals;2
559;Kelime;Word;Language_Communication;3
560;Kenar;Edge;Places_Locations;2
561;Kent;City;Places_Locations;1
562;Kesilmek;To be cut, to be turned off;Actions_Activities;3
563;Kesin;Certain;Adjectives;3
564;Kesinlikle;Certainly;Adverbs;4
565;Kesmek;To cut;Actions_Activities;2
566;Kibar;Polite;Adjectives;2
567;Kılıç;Sword;Objects_Things;2
568;Kilim;Carpet, floor mat;Objects_Things;3
569;Kilitlemek;To lock;Actions_Activities;4
570;Kılmak;To do, to make, to perform;Actions_Activities;2
571;Kilo;Kilogram;Measurement;2
572;Kilometre;Kilometer;Measurement;4
573;Kim;Who;Question_Words;2
574;Kimlik;Identity;Objects_Things;2
575;Kırk;Forty;Numbers;1
576;Kirli;Dirty;Adjectives;2
577;Kırmızı;Red;Colors;3
578;Kış;Winter;Time_Calendar;1
579;Kısa;Short;Adjectives;2
580;Kişi;Person;People;2
581;Kısım;Part;Concepts;3
582;Kitap;Book;Objects_Things;2
583;Kız;Girl;People;1
584;Kız çocuk;Girl, daughter;People;3
585;Kız kardeş;Sister;Family_Relationships;3
586;Kızarmak;To fry, to turn red;Actions_Activities;3
587;Kızgın;Angry, hot;Adjectives;3
588;Koca;Husband (or huge);People;2
589;Koku;Smell;Perception;2
590;Kol;Arm;Body_Parts;1
591;Kol saati;Wrist watch;Objects_Things;3
592;Kolay;Easy;Adjectives;2
593;Koltuk;Couch (or armchair);Objects_Things;2
594;Kombi;Natural gas water heater;Objects_Things;2
595;Komik;Funny;Adjectives;2
596;Kontrol etmek;To check;Actions_Activities;4
597;Konu;Topic;Language_Communication;2
598;Konuşmak;To talk;Actions_Activities;3
599;Köpek;Dog;Animals;2
600;Kör;Blind;Adjectives;1
601;Köri;Curry;Food_Drink;2
602;Koridor;Aisle;Places_Locations;3
603;Korkmak;To be afraid;Feelings_Emotions;2
604;Korumak;To protect;Actions_Activities;3
605;Köşe;Corner;Places_Locations;2
606;Koşmak;To run;Actions_Activities;2
607;Kötü;Bad;Adjectives;2
608;Kötülük;Evil;Concepts;3
609;Köy;Village;Places_Locations;1
610;Koymak;To put;Actions_Activities;2
611;Koyu;Dark, intense;Colors;2
612;Koyun;Sheep;Animals;3
613;Kral;King;People;1
614;Kredi;Credit (loan);Finance;2
615;Kriz;Crisis;Concepts;1
616;Küçük;Small;Adjectives;2
617;Kulak;Ear;Body_Parts;2
618;Kullanmak;To use;Actions_Activities;3
619;Kültür;Culture;Concepts;2
620;Kum;Sand;Objects_Things;2
621;Kumanda;Remote control;Objects_Things;3
622;Kurabiye;Cookie;Food_Drink;4
623;Kural;Rule;Concepts;2
624;Kurbağa;Frog;Animals;3
625;Kurban etmek;To sacrifice (an animal);Actions_Activities;4
626;Kurmak;To build (a building), to establish (an organization);Actions_Activities;2
627;Kurt;Wolf;Animals;1
628;Kurtarmak;To save, to rescue;Actions_Activities;3
629;Kurtulmak;To be saved, rescued;Actions_Activities;3
630;Kuru;Dry;Adjectives;2
631;Kuş;Bird;Animals;1
632;Kusura bakma;I'm sorry (informal apology);Language_Communication;5
633;Kusursuz;Flawless, perfect;Adjectives;3
634;Kutlamak;To celebrate;Actions_Activities;3
635;Kutu;Box;Objects_Things;2
636;Kuzey;North;Places_Locations;2
637;Laf;Word, empty words;Language_Communication;1
638;Lastik;Tire;Objects_Things;2
639;Lavabo;Bathroom, bathroom sink;Objects_Things;3
640;Lâzım;Needed;Concepts;2
641;Lezzetli;Flavorful, good tasting;Adjectives;3
642;Lider;Leader;People;2
643;Limon;Lemon;Food_Drink;3
644;Lira;Lira (Turkish unit of money);Finance;2
645;Lise;High school;Education;2
646;Lüks;Luxurious;Adjectives;1
647;Lütfen;Please;Language_Communication;3
648;Maç;Sports match;Events;1
649;Madde;Material;Concepts;2
650;Mağaza;Store;Places_Locations;3
651;Mahalle;Neighborhood (part of an ilçe);Places_Locations;3
652;Makine;Machine;Objects_Things;3
653;Mal;Goods, property;Objects_Things;1
654;Malzeme;Ingredient, material;Objects_Things;3
655;Mantık;Logic;Concepts;2
656;Manzara;Scenery;Places_Locations;3
657;Marka;Brand;Objects_Things;2
658;Mart;March;Time_Calendar;1
659;Masa;Table;Objects_Things;2
660;Mavi;Blue;Colors;2
661;Maya;Yeast;Objects_Things;2
662;Mayıs;May;Time_Calendar;2
663;Meclis;Parliament;Occupations;2
664;Medya;Media;Concepts;2
665;Mektup;Letter (mail);Language_Communication;2
666;Memleket;Homeland;Places_Locations;3
667;Merak etmek;To worry, to be curious;Actions_Activities;4
668;Merdiven;Stairs, ladder;Objects_Things;4
669;Merhaba;Hello;Language_Communication;3
670;Merkez;Center;Places_Locations;2
671;Mesafe;Distance;Concepts;3
672;Mesaj;Message (usually text message);Language_Communication;2
673;Mesela;For example;Adverbs;3
674;Mesele;Issue, matter;Concepts;3
675;Meslek;Profession;Occupations;2
