WordID,TurkishWord,EnglishWord,Category,Difficulty
161,B?t?n,All,28,Adjectives,3
162,B?y?k,Big,10,2
163,B?y?mek,To grow (bigger),4,3
164,?abuk,Quick,10,2
165,Cadde,Street,11,2
166,?a_?rmak,To invite,29,Actions_Activities,3
167,?al?_mak,To work,4,3
168,?almak,To steal,30,Actions_Activities,2
169,Cam,Glasses,5,2
170,?ama_?r,Laundry,5,3
171,Cami,Mosque,11,2
172,Can,Life,31,Objects_Things,2
173,Canl?,Alive,32,Adjectives,2
174,?anta,Bag (backpack,33,Objects_Things,2
175,?arpmak,To crash,4,2
176,?ar_amba,Wednesday,8,3
177,?atal,Fork,5,2
178,?ay,Tea,5,1
179,?aydanl?k,Teapot,5,3
180,?ekmek,To pull,4,2
181,?e_it,Type,34,Adjectives,2
182,Cevap vermek,To answer,4,4
183,?evirmek,To flip,35,Actions_Activities,3
184,?evre,Environment,11,2
185,?eyrek,Quarter (25%),9,2
186,Ceza,Punishment,5,2
187,?i?ek,Flower,5,2
188,Ciddi,Serious,10,2
189,?ift,Double,9,1
190,?ift?i,Farmer,36,2
191,Cihaz,Electronic device,5,2
192,??karmak,To take off,37,Actions_Activities,3
193,??kmak,To leave,38,Actions_Activities,2
194,?irkin,Ugly,10,3
195,?izgi,Line,39,Objects_Things,2
196,?ocuk,Child,1,2
197,?ok,Very,40,Adjectives,1
198,?orap,Sock,5,2
199,??zmek,To solve,41,Actions_Activities,2
200,??z?m,Resolution,5,3
201,Cuma,Friday,8,2
202,Cumartesi,Saturday,8,4
203,C?mle,Sentence,42,2
204,??nk?,Because,43,2
205,Da_,Mountain,11,1
206,Daha az,Less,44,3
207,Daha ?ok,More,44,3
208,Daire,Apartment,45,Places_Locations,2
209,Dakika,Minute,8,3
210,Damla,Drop (of liquid),5,2
211,Dans etmek,To dance,4,3
212,Davet etmek,To invite,4,4
213,Davran?_,behavior,4,3
214,Davranmak,To behave (in a certain way),4,3
215,Dayanmak,To endure,4,3
216,Defter,Notebook,5,2
217,De_er,Value,5,2
218,De_il,Not,43,2
219,De_i_mek,(For something) to change,4,3
220,De_i_tirmek,To change (something),4,4
221,Delik,Hole,5,2
222,Demek,To say,46,Language_Communication,2
223,Denemek,To try,4,3
224,Denge,Balance,5,2
225,Deniz,Sea,11,2
226,Deprem,Earthquake,47,3
227,Derece,Degrees (temperature),9,3
228,Deri,Skin,5,2
229,Derin,Deep,10,3
230,Ders,Class,48,1
231,Destek,Support,4,2
232,Devam etmek,To continue,4,4
233,Devlet,Government,5,2
234,Di_er,The other (one),10,2
235,Dik,Steep,10,1
236,Dikkat etmek,To be careful,4,4
237,Dil,Tongue (or language),42,1
238,Din,Religion,49,2
239,Dinlemek,To listen,4,3
240,Dinlenmek,To rest,4,3
241,Dirilmek,To be resurrected,4,3
242,Di_,Tooth,5,1
243,Diz,Knee,50,1
244,Do_al,Natural,10,2
245,Do_al gaz,Natural Gas,5,3
246,Do_mak,To be born,4,2
247,Do_ru,Right,10,2
248,Do_u,East,11,2
249,Doksan,Ninety,9,3
250,Doktor,Doctor,36,2
251,Dokuz,Nine,9,2
252,Dolap,Cabinet,5,2
253,Dola_mak,To wander,4,3
254,Doldurmak,To fill,4,3
255,Dolu,Full,10,2
256,Dondurma,Ice cream,51,3
257,D?nem,Period (of time),8,3
258,D?ner,Shaved Meat,4,2
259,D?nmek,To turn,4,2
260,D?rt,Four,9,1
261,Dost,Best friend,1,1
262,Dosya,Folder,5,2
263,D?viz,Foreign currency (esp. Dollars,52,Finance,2
264,D?_?n,Wedding celebration,47,3
265,D?kkan,Shop,11,3
266,Duman,Smoke,5,3
267,D?n,Yesterday,8,2
268,D?nya,Earth,53,Places_Locations,2
269,Durmak,To stop,4,2
270,Durum,Situation,49,3
271,D?r?m,Sandwich wrap,51,3
272,Du_ almak,To take a shower,4,3
273,D?_mek,To fall,4,2
274,D?_?nce,Thought,49,3
275,D?_?nmek,To think,4,3
276,Duvar,Wall,5,2
277,Duygu,Emotion,54,Feelings_Emotions,2
278,Duymak,To hear,55,Actions_Activities,2
279,D?z,Straight,10,1
280,D?zeltmek,To correct,4,3
281,D?zenlemek,To organize,4,4
282,E_itim,Education,48,4
283,Ek,Addition,56,Language_Communication,1
284,Ekim,October,8,3
285,Eklemek,To add (common speech),4,3
286,Ekmek,Bread,51,2
287,Ekonomi,Economy,57,4
288,Eksik,Missing,10,2
289,El,Hand,50,1
290,Elbette,Certainly,44,3
291,Eldiven,Glove,5,4
292,Elektrik,Electricity,58,Objects_Things,3
293,Eleman,Worker,36,4
294,Elli,Fifty,9,2
295,Elma,Apple,51,2
296,Emekli,Retired,36,3
297,Emin,Certain,10,3
298,Emlak??,Realtor,36,3
299,En,Most (or width),10,2
300,Enerji,Energy,5,3
301,Enflasyon,Inflation,57,4
302,Engel,Barrier,4,2
303,Engelli,Disabled,10,3
304,Erimek,To melt,4,3
305,Erkek,Boy (or male),1,2
306,Erken,Early,10,3
307,E_,Spouse,59,Family_Relationships,1
308,E_it,Equal,10,2
309,Eski,Old,10,2
310,Eskiden,In the past,44,4
311,E_ya,Furnishings,60,Objects_Things,2
312,Et,Meat,61,Food_Drink,1
313,Etki,Effect,4,2
314,Etkilemek,To affect,4,4
315,Etmek,To do,4,2
316,Ev,Home,11,1
317,Ev sahibi,Home owner,1,4
318,Evet,Yes,42,2
319,Evlenmek,To marry,1,3
320,Evli,Married,1,2
321,Eyl?l,September,8,2
322,Fabrika,Factory,11,3
323,Fakat,But,43,2
324,Fakir,Poor,10,2
325,Falan filan,Etc,44,5
326,Fare,Mouse (animal or for computer),62,2
327,Fark,Difference,49,1
328,Fark etmek,To notice,4,3
329,Farketmez,It doesn't matter,44,3
330,Farkl?,Different,10,2
331,Fazla,Too much,10,2
332,Fikir,Idea,49,2
333,Film,Movie (film),63,2
334,Fincan,(Tea or turkish coffee) cup,5,3
335,F?rsat,Opportunity,49,2
336,Fi_,Receipt,64,Objects_Things,1
337,Fiyat,Price,57,2
338,Foto_raf,Photograph,5,3
339,Galiba,Probably,44,3
340,Gayet,Really,65,Adverbs,2
341,Gaz,Gas (but not gasoline),5,1
342,Gazete,Newspaper (gazette),5,3
343,Ge?,Late,10,1
344,Ge? kalmak,To be late,4,3
345,Gece,Night,8,2
346,Ge?en,Last (week,14, year), one that passes,Adjectives,3
347,Ge?ici,Temporary,10,3
348,Ge?mek,To pass,4,2
349,Ge?mi_,Past,10,2
350,Gelecek,Next,66,Adjectives,3
351,Gelenek,Tradition,49,3
352,Gelir,Income,57,2
353,Gelmek,To come,4,2
354,Gen?,Young (person),10,1
355,Gene,Again,44,2
356,Genel,General,10,2
357,Genellikle,Generally,44,4
358,Geni_,Wide (or loose fitting),10,2
359,Ger?ek,True,67,Concepts,2
360,Ger?ekten,Really,44,4
361,Gerekli,Needed,10,3
362,Gerekmek,To be needed,4,3
363,Geri gelmek,To come back,4,4
364,Geri vermek,To give back,4,4
365,Getirmek,To bring,4,3
366,Gezmek,To explore,4,2
367,Gibi,Like,68,Conjunctions,2
368,G?da,Food (market),51,2
369,Giri_,Entrance,11,2
370,Girmek,To enter,4,2
371,Gitmek,To go,4,2
372,Giymek,To put on (clothing),4,2
373,Giysi,Outfit (clothing),5,2
374,Gizli,Secret (private),10,2
375,G?bek,Stomach,69, center,Body_Parts,2
376,G??men,Refugee,70,3
377,G?k,Sky (or heaven),5,1
378,G?l,Lake,11,1
379,G?ndermek,To send,4,3
380,G?n?l,Heart,31,Feelings_Emotions,2
381,G?rev,Duty,4,2
382,G?rmek,To see,4,2
383,G?r?nmek,To appear,4,3
384,G?r?_mek,To talk with,71,Actions_Activities,3
385,G?stermek,To show,4,3
386,G?t?rmek,To take something somewhere,4,3
387,G?z,Eye,50,1
388,G?zl?k,Glasses,5,2
389,Gri,Grey,72,1
390,Grip,Flu,73,1
391,Grup,Group,70,1
392,G??,Strength,49,1
393,G??l?,Strong,10,2
394,G?le g?le,Bye,42,4
395,G?lmek,To laugh (or smile),4,2
396,G?l?msemek,To smile,4,4
397,G?m?_,Silver,5,2
398,G?n,Day,8,2
399,G?nah,Sin,49,2
400,G?ne_,Sun,5,2
401,G?ney,South,11,2
402,G?ven,Trust,49,3
403,G?venlik,Security,49,3
404,G?venmek,To trust,49,3
405,G?zel,Good,74,Adjectives,2
406,Haber,News,42,2
407,Hadi,Hurry,75,Language_Communication,2
408,Hafif,Light (weight),10,2
409,Hafta,Week,8,2
410,Hafta sonu,Weekend,8,4
411,H?kim,Judge,36,2
412,Hakl?,Right (justified in saying something),10,2
413,Hal,State,76,Concepts,1
414,H?l?,Still,44,1
415,Hal?,Carpet,5,2
416,Halk,People (people group),70,1
417,Hamburger,Hamburger,51,3
418,Hangi,Which,23,2
419,Han?m,Mrs.,1,3
420,Hapishane,Jail,11,4
421,Harcamak,To spend,4,3
422,Hareket,Activity,4,3
423,Harika,Wonderful,10,3
424,Harita,Map,5,3
425,Hasta,Sick,73,2
426,Hastane,Hospital,11,3
427,Hata,Mistake,77,Concepts,2
428,Hat?rlamak,To remember,4,4
429,Hava,Air,78,2
430,Havaalan?,Airport,11,4
431,Havlu,Towel,5,2
432,Havuz,Pool,5,2
433,Hayal etmek,To dream,79,Actions_Activities,4
434,Hayat,Life,49,2
435,Hay?r,No,42,2
436,Hayvan,Animal,62,3
437,Hayvanat bah?esi,Zoo,11,6
438,Haz?r,Ready,10,2
439,Haziran,June,8,4
440,Hedef,Target,80,Concepts,2
441,Hediye,Gift,5,3
442,Hemen,Right now,44,3
443,Hen?z,Not yet,44,2
444,Hep,All,44,1
445,Hepsi,All (of a group),44,2
446,Her,Every,44,1
447,Her g?n,Every day,8,3
448,Her _ey,Everything,44,2
449,Her zaman,All the time,44,4
450,Herhalde,Probably,44,3
451,Herhangi,Whichever,44,3
452,Herkes,Everyone,70,2
453,Hesap,Account,49,2
454,Hesap makinas?,Calculator,5,6
455,Heyecanlanmak,To be excited,2,5
456,Heyecanl?,Excited,10,4
457,Hi?bir,None,44,2
458,Hik?ye,Story,42,2
459,H?rdavat??,Hardware store,36,4
460,Hissetmek,To feel (emotion),2,3
461,H?zl?,Fast,10,2
462,Hizmet etmek,To serve,4,4
463,Hoca,Teacher,36,2
464,Ho_,Nice,10,1
465,_badet,Worship,4,3
466,_?ecek,Drink,51,3
467,_?mek,To drink,4,2
468,__ne,Needle (or syringe),5,2
469,_htiya?,Need (basic need),49,3
470,_ki,Two,9,2
471,_kram etmek,To treat,81,Actions_Activities,4
472,_l,Province,11,1
473,_la?,Medicine,5,2
474,_l?e,District (section of a province),11,2
475,_lgi,Interest,49,2
476,_lgin?,Interesting (or strange),10,2
477,_li_ki,Relationship,49,3
478,_lk,First,10,1
479,_lkbahar,Spring,8,3
480,_mk?nsiz,Impossible,10,2
481,_mza,Signature,5,2
482,_nan?,Faith,49,2
483,_nanmak,To believe,49,3
484,_nce,Thin,10,2
485,_ndirim,Discount,57,4
486,_nek,Cow,62,2
487,_ngilizce,English (language),42,4
488,_nmek,To get off,4,2
489,_n_aat,Construction,11,2
490,_nsan,Person,70,3
491,_nternet,Internet,5,3
492,_p,Thread,5,1
493,_ptal etmek,To cancel,4,4
494,__,Work (profession),36,1
495,__?i,Worker,36,2
496,I_?k,Light,5,2
497,_sim,Name,42,3
498,Islak,Wet,10,2
499,__lem,Process,4,3
500,_stemek,To want,4,3
501,_yi,Good,10,2
502,_zin,Permission,82,Concepts,3
503,_zin vermek,To give permission,4,4
504,_zlemek,To watch,83,Actions_Activities,3
505,Kaba,Rude,10,2
506,Kablo,Cable,5,2
507,Kabul etmek,To accept,4,4
508,Ka?,How many,44,1
509,Ka?mak,To escape,4,2
510,Kadar,Quantity,44,2
511,Kad?n,Woman,70,3
512,Kafa,Head,50,2
513,K?_?t,Paper,5,1
514,Kahraman,Hero,70,4
515,Kahvalt?,Breakfast,51,3
516,Kahve,Coffee,51,2
517,Kahverengi,Brown,72,4
518,Kalabal?k,Crowded (or crowd),10,4
519,Kald?rmak,To remove,4,3
520,Kalem,Pen (or other writing utensil),5,3
521,Kal?c?,Permanent,10,3
522,Kal?n,Thick,10,3
523,Kalite,Quality,49,3
524,Kalkmak,To rise,4,2
525,Kalmak,To stay,4,2
526,K?lp,Heart,50,1
527,Kan,Blood,50,2
528,Kanal,Canal,84,Objects_Things,2
529,Kanepe,Couch,5,3
530,Kanun,Law,49,3
531,Kapak,Cover,5,2
532,Kapatmak,To close (something),4,3
533,Kap?,Door,5,2
534,Karanl?k,Darkness,10,3
535,Karar vermek,To decide,4,4
536,Karde_,Sibling,1,2
537,Kar?,Wife,1,2
538,Kar?n,Stomach,50,3
539,Kar?_t?rmak,To mix,4,4
540,Kar_?,Opposite side,85,Adverbs,2
541,Kart,Card,5,1
542,Kasa,Checkout,5,2
543,Kasaba,Town,11,3
544,Ka_?k,Spoon,5,2
545,Kas?m,November,8,3
546,Kat,Floor (layer),11,1
547,Kat?lmak,To join,86,Actions_Activities,3
548,Kav_ak,Roundabout,11,2
549,Kaya,Boulder,11,2
550,Kaybetmek,To lose,4,3
551,Kay?t,Record,5,2
552,Kaymak,To slide,87,Food_Drink,2
553,Kaynak,Source,5,2
554,Kaza,Crash,88,Events,2
555,Kazanmak,To win,4,3
556,Kebab,Kabob,51,2
557,Ke?i,Goat,62,2
558,Kedi,Cat,62,2
559,Kelime,Word,42,3
560,Kenar,Edge,11,2
561,Kent,City,11,1
562,Kesilmek,To be cut,89,Actions_Activities,3
563,Kesin,Certain,10,3
564,Kesinlikle,Certainly,44,4
565,Kesmek,To cut,4,2
566,Kibar,Polite,10,2
567,K?l??,Sword,5,2
568,Kilim,Carpet,90,Objects_Things,3
569,Kilitlemek,To lock,4,4
570,K?lmak,To do,91, to perform,Actions_Activities,2
571,Kilo,Kilogram,92,2
572,Kilometre,Kilometer,92,4
573,Kim,Who,23,2
574,Kimlik,Identity,5,2
575,K?rk,Forty,9,1
576,Kirli,Dirty,10,2
577,K?rm?z?,Red,72,3
578,K?_,Winter,8,1
579,K?sa,Short,10,2
580,Ki_i,Person,70,2
581,K?s?m,Part,49,3
582,Kitap,Book,5,2
583,K?z,Girl,70,1
584,K?z ?ocuk,Girl,93,People,3
585,K?z karde_,Sister,1,3
586,K?zarmak,To fry,94,Actions_Activities,3
587,K?zg?n,Angry,95,Adjectives,3
588,Koca,Husband (or huge),70,2
589,Koku,Smell,96,2
590,Kol,Arm,50,1
591,Kol saati,Wrist watch,5,3
592,Kolay,Easy,10,2
593,Koltuk,Couch (or armchair),5,2
594,Kombi,Natural gas water heater,5,2
595,Komik,Funny,10,2
596,Kontrol etmek,To check,4,4
597,Konu,Topic,42,2
598,Konu_mak,To talk,4,3
599,K?pek,Dog,62,2
600,K?r,Blind,10,1
601,K?ri,Curry,51,2
602,Koridor,Aisle,11,3
603,Korkmak,To be afraid,2,2
604,Korumak,To protect,4,3
605,K?_e,Corner,11,2
606,Ko_mak,To run,4,2
607,K?t?,Bad,10,2
608,K?t?l?k,Evil,49,3
609,K?y,Village,11,1
610,Koymak,To put,4,2
611,Koyu,Dark,97,Colors,2
612,Koyun,Sheep,62,3
613,Kral,King,70,1
614,Kredi,Credit (loan),57,2
615,Kriz,Crisis,49,1
616,K???k,Small,10,2
617,Kulak,Ear,50,2
618,Kullanmak,To use,4,3
619,K?lt?r,Culture,49,2
620,Kum,Sand,5,2
621,Kumanda,Remote control,5,3
622,Kurabiye,Cookie,51,4
623,Kural,Rule,49,2
624,Kurba_a,Frog,62,3
625,Kurban etmek,To sacrifice (an animal),4,4
626,Kurmak,To build (a building),98,Actions_Activities,2
627,Kurt,Wolf,62,1
628,Kurtarmak,To save,99,Actions_Activities,3
629,Kurtulmak,To be saved,100,Actions_Activities,3
630,Kuru,Dry,10,2
631,Ku_,Bird,62,1
632,Kusura bakma,I'm sorry (informal apology),42,5
633,Kusursuz,Flawless,101,Adjectives,3
634,Kutlamak,To celebrate,4,3
635,Kutu,Box,5,2
636,Kuzey,North,11,2
637,Laf,Word,102,Language_Communication,1
638,Lastik,Tire,5,2
639,Lavabo,Bathroom,103,Objects_Things,3
640,L?z?m,Needed,49,2
641,Lezzetli,Flavorful,104,Adjectives,3
642,Lider,Leader,70,2
643,Limon,Lemon,51,3
644,Lira,Lira (Turkish unit of money),57,2
645,Lise,High school,48,2
646,L?ks,Luxurious,10,1
647,L?tfen,Please,42,3
648,Ma?,Sports match,47,1
649,Madde,Material,49,2
650,Ma_aza,Store,11,3
651,Mahalle,Neighborhood (part of an il?e),11,3
652,Makine,Machine,5,3
653,Mal,Goods,105,Objects_Things,1
654,Malzeme,Ingredient,106,Objects_Things,3
655,Mant?k,Logic,49,2
656,Manzara,Scenery,11,3
657,Marka,Brand,5,2
658,Mart,March,8,1
659,Masa,Table,5,2
660,Mavi,Blue,72,2
661,Maya,Yeast,5,2
662,May?s,May,8,2
663,Meclis,Parliament,36,2
664,Medya,Media,49,2
665,Mektup,Letter (mail),42,2
666,Memleket,Homeland,11,3
667,Merak etmek,To worry,107,Actions_Activities,4
668,Merdiven,Stairs,108,Objects_Things,4
669,Merhaba,Hello,42,3
670,Merkez,Center,11,2
671,Mesafe,Distance,49,3
672,Mesaj,Message (usually text message),42,2
673,Mesela,For example,44,3
674,Mesele,Issue,109,Concepts,3
675,Meslek,Profession,36,2
676,Metal,Metal,5,2
677,Metre,Meter (or tape measure),92,2
678,Metre kare,Square meters,92,4
679,Meydan,City square,110,Places_Locations,3
680,Meyve,Fruit,51,2
681,Mide,Stomach,50,2
682,Miktar,Amount,49,2
683,Millet,People,111,People,2
684,Milyar,Billion,9,2
685,Milyon,Million,9,3
686,Miras,Inheritance,49,2
687,Misafir,Guest,70,3
688,M?s?r,Corn,112,Food_Drink,2
689,Mor,Purple,72,1
690,M?d?r,Manager,36,2
691,Mum,Candle,5,2
692,M?mk?n,Possible,10,3
693,M?sait,Available,10,2
694,M?_teri,Customer,70,3
695,Mutfak,Kitchen,11,2
696,Mutlaka,Absolutely,44,3
697,Mutlu,Happy,10,2
698,Mutsuz,Unhappy,10,2
699,M?zik,Music,5,2
700,Nakit,Cash,57,2
701,Nas?l,How,23,2
702,Ne,What,23,1
703,Neden,Why,23,3
704,Nefes almak,To breathe,4,4
705,Nehir,River,11,2
706,Nerede,Where,23,3
707,Neredeyse,Almost,44,4
708,Net,Clear,113,Adjectives,1
709,Neyse,Anyway,44,2
710,Nisan,April,8,3
711,Ni_anl?,Engaged,1,3
712,Niye,Why (informal),23,2
713,N?bet?i,Open during late hours (ER,114, etc),Occupations,3
714,Nokta,Point (or period),5,2
715,Normal,Normal,10,2
716,Normalde,Normally,44,3
717,Numara,Number,5,3
718,?b?r,The other (one),10,2
719,Ocak,January (or stove),8,2
720,Oda,Room,11,2
721,?demek,To pay (money),57,3
722,Odun,Log,5,3
723,?_renci,Student,36,3
724,?_retmek,To teach,4,3
725,?_retmen,Teacher,36,4
726,O_ul,Son,1,2
727,Okul,School,11,2
728,Okumak,To read,115,Actions_Activities,3
729,Okyanus,Ocean,11,3
730,Olay,Event,47,2
731,Olduk?a,Really,44,3
732,?ld?rmek,To kill,4,3
733,Olmak,To be,116,Actions_Activities,2
734,?lmek,To die,4,2
735,?l?m,Death,49,3
736,Olur,Okay,44,2
737,On,Ten,9,2
738,Onaylamak,To condone,117,Actions_Activities,4
739,?nce,Before,44,2
740,?nemli,Important,10,3
741,Orman,Forest,11,3
742,?rne_in,For example,44,4
743,?rnek,Example,49,2
744,Orta,Middle,118,Adjectives,2
745,Ortak,Shared,10,2
746,?r?mcek,Spider,62,3
747,Ot,Feed (for an animal),5,1
748,Otel,Hotel,11,2
749,Otob?s,Bus,119,3
750,Otomobil,Automobile,119,4
751,Oturmak,To sit,4,3
752,Otuz,Thirty,9,2
753,?yk?,Story,42,2
754,?yle,That way,120,Adverbs,2
755,Oynamak,To play,4,3
756,Oyun,Game,121,3
757,Oyuncak,Toy,5,3
758,?zel,Special,10,2
759,?zellikle,Especially,44,4
760,?zg?r,Free (not enslaved),10,2
761,?zlemek,To miss (someone),2,3
762,?z?r dilerim,I'm sorry (for a wrong I've done),42,6
763,Pahal?,Expensive,10,3
764,Pamuk,Cotton,5,2
765,Pantolon,Pants,5,4
766,Para,Money,57,2
767,Par?a,Part,5,2
768,Parmak,Finger,50,2
769,Parti,Party,47,2
770,Pastane,Bakery,11,3
771,Patlamak,To explode,122,Actions_Activities,3
772,Patl?can,Eggplant,51,4
773,Patron,Employer,123,Occupations,3
774,Payla_mak,To share,4,3
775,Pazar,Sunday (or bazaar),8,2
776,Pazartesi,Monday,8,4
777,Pek,Very,44,1
778,Peki,Well,44,2
779,Pembe,Pink,72,2
780,Pencere,Window,5,3
781,Perde,Curtains,5,2
782,Per_embe,Thursday,8,3
783,Pe_in,Paid up front (not in installments),10,3
784,Pi_man,Regretful,10,3
785,Plan,Plan,49,2
786,Polis,Police officer,36,2
787,Portakal,Orange,51,3
788,Problem,Problem,49,3
789,Program,Schedule,124,Objects_Things,3
790,Proje,Project,49,2
791,Puan,Point (in a game),5,2
792,Rahat,Comfortable,10,2
793,Reddetmek,To refuse,4,3
794,Reklam,Advertisement,49,3
795,Renk,Color,72,1
796,Resim,Picture,5,3
797,Ruh,Spirit,50,1
798,R?ya,Dream,42,2
799,R?zg?r,Wind,78,1
800,Saat,Time,125,Objects_Things,1
801,Sabah,Morning,8,2
802,Sab?rl?,Patient,10,3
803,Sabun,Soap,5,3
804,Sa?,Hair,50,1
805,Sade,Plain,126,Adjectives,2
806,Sadece,Only,44,3
807,Sa_lamak,To provide,4,3
808,Sa_l?k,health,49,2
809,Sa_ol,Thanks,42,2
810,Sahip,Owner,49,2
811,Sakin,Calm,10,3
812,Saklamak,To store,127,Actions_Activities,3
813,Salatal?k,Cucumber,51,4
814,Sal?,Tuesday,8,2
815,Salon,Living room,11,3
816,Sanat,Art,49,2
817,Sandalye,Chair,5,3
818,Saniye,Second,92,3
819,Sanki,As if,44,2
820,Sanmak,To think,128,Actions_Activities,2
821,_ans,Chance,49,1
822,_apka,Hat,5,2
823,Sar?,Yellow,72,2
824,_arj,Charge (for a phone or other device),5,1
825,_ark?,Song,42,2
826,_art,Condition,129,Concepts,1
827,Sat?n almak,To purchase,4,4
828,Satmak,To sell,4,2
829,Sava_,War,47,2
830,Sayfa,Page,5,2
831,Sayg?,Respect,49,2
832,Say?,Number,9,2
833,Sebep,Reason,130,Concepts,2
834,Sebze,Vegetable,51,2
